Country,First_Year,Last_Year,First_CO2,Last_CO2,CO2_Change,CO2_Pct_Change,First_Per_Capita,Last_Per_Capita,Per_Capita_Change,Per_Capita_Pct_Change
Kyrgyzstan,1992,2023,13.342190925,11.389106789,-1.953084136000001,-14.638406442980811,2.9002808343350774,1.610105467917228,-1.2901753664178495,-44.48449788531037
Slovenia,1992,2023,12.80920615,10.772260975,-2.0369451749999996,-15.902196835203558,6.417775559335537,5.078062225496892,-1.3397133338386444,-20.875041849817375
Estonia,1992,2023,8.378754574,4.606517643,-3.772236931,-45.02145154967992,5.484755986342368,3.3590233843717234,-2.125732601970644,-38.757104368251696
Luxembourg,1980,2023,12.545282362,8.714649466,-3.830632896000001,-30.534449408672472,34.434316508611815,13.049111503190835,-21.38520500542098,-62.104340012303325
Armenia,1992,2023,11.100206809,7.144050189,-3.95615662,-35.64038659885476,3.10768162842843,2.427147917046755,-0.680533711381675,-21.898437251624912
Georgia,1992,2023,14.940352183,10.699780343,-4.240571839999999,-28.383345908171886,2.822029554868387,2.8101911554902808,-0.011838399378106157,-0.41949948248002217
Serbia,2006,2023,49.787731124,44.782362819,-5.0053683049999975,-10.053417161215402,6.71756967033566,6.76145636003112,0.04388668969546039,0.6533120138561582
Latvia,1992,2023,11.969561129,6.427217408,-5.542343721000001,-46.303650244719016,4.591013223906977,3.425923458493199,-1.1650897654137777,-25.37761728384394
Albania,1980,2023,9.618526399,3.392413045,-6.226113354000001,-64.73042850563164,3.5162938284341396,1.2065538072772086,-2.309740021156931,-65.68677516308398
Moldova,1992,2023,14.179174794,7.092651249,-7.0865235449999995,-49.97839188778957,3.254418231770295,2.031742124499523,-1.2226761072707721,-37.569728909909564
Switzerland,1980,2023,41.288410881,33.306111998,-7.982298882999999,-19.33302520653144,6.517257645997161,3.716263468201875,-2.8009941777952863,-42.97811027182009
Netherlands Antilles,1980,2023,15.98684,7.538993911,-8.447846089,-52.84250101333347,102.0480020426401,40.657476586473386,-61.39052545616672,-60.15847858590615
Lithuania,1992,2023,22.496354085,12.877051974,-9.619302111,-42.75938258552708,6.082449771100599,4.478722233390675,-1.6037275377099238,-26.366474004104017
Cuba,1980,2023,29.94460527,19.715639182,-10.228966088,-34.15962907431573,3.0540773382740447,1.78908933015001,-1.2649880081240348,-41.41964554306013
Venezuela,1980,2023,89.497709324,76.729939231,-12.767770092999996,-14.266030035224766,5.865540628199096,2.7112228826615166,-3.154317745537579,-53.77710164299132
OPEC - South America,1980,2023,89.497709324,76.729939231,-12.767770092999996,-14.266030035224766,5.865540628199096,2.7112228826615166,-3.154317745537579,-53.77710164299132
Azerbaijan,1992,2023,58.097629015,38.891625479,-19.206003536000004,-33.0581537691345,7.844903442311276,3.7692221304858107,-4.075681311825465,-51.95323743366155
Slovakia,1993,2023,50.46784654,30.087097588,-20.380748951999998,-40.383631062693645,9.472028085846098,5.544755708295232,-3.9272723775508664,-41.46178982956488
Finland,1980,2023,55.741536738,33.594060454,-22.147476284,-39.73244653820545,11.657517016912344,6.010858039584205,-5.646658977328139,-48.43792180732956
Hungary,1991,2023,65.298519891,40.161262987,-25.137256903999997,-38.49590610317131,6.2947675983712275,4.187697959166224,-2.1070696392050037,-33.47335078343811
Belgium,1980,2023,139.878279907,112.083446888,-27.79483301900001,-19.87072834858978,14.186042469099494,9.507274596220448,-4.678767872879046,-32.98148784673734
Italy,1980,2023,337.386610544,307.442222032,-29.94438851199999,-8.87539326581984,5.977238653186461,5.21256639271955,-0.7646722604669112,-12.793068920868084
North Korea,1980,2023,86.66301921,55.743989865,-30.919029345,-35.6773046067985,4.7520983248696735,2.110060104965516,-2.6420382199041574,-55.59729701040257
Denmark,1980,2023,62.308111564,29.915405587,-32.392705977000006,-51.98794372660086,12.16179277090185,5.02735482325428,-7.1344379476475694,-58.66271595021201
Sweden,1980,2023,83.071515591,43.959690802,-39.111824788999996,-47.08211293696126,9.993699235081515,4.170590376266555,-5.82310885881496,-58.26780176027043
Belarus,1992,2023,89.291083853,46.708993369,-42.582090484000005,-47.68907336157207,8.738983069636978,5.124027320945886,-3.6149557486910924,-41.3658628227696
Czechia,1993,2023,128.358111669,79.900923192,-48.45718847700002,-37.75155917060986,12.424690580288825,7.348447894404298,-5.076242685884527,-40.85608935757114
Bulgaria,1980,2023,91.378613281,33.465186387,-57.913426894,-63.377441191747344,10.30743226787368,5.191365300062036,-5.116066967811643,-49.63473768105621
Kazakhstan,1992,2023,359.641180633,269.83049978,-89.81068085299995,-24.972301752242412,20.749383568843022,13.272462987393078,-7.476920581449944,-36.03442269329476
Romania,1980,2023,169.920135469,61.416105034,-108.504030435,-63.855899205539025,7.645130506080061,3.2217963484691823,-4.42333415761088,-57.85819030941416
France,1980,2023,472.370591811,303.779187562,-168.591404249,-35.69049538046921,8.539772376871106,4.441472680980846,-4.09829969589026,-47.990736930998146
Poland,1989,2023,439.220635326,264.030646413,-175.18998891299998,-39.88655696537796,11.564296000631899,7.200033989296646,-4.364262011335253,-37.73910673937073
United Kingdom,1980,2023,612.648923801,340.939794801,-271.709129,-44.34989085009089,10.876139676418964,4.969102969556028,-5.907036706862936,-54.31188714567763
Russia,1992,2023,2206.984323324,1844.490194717,-362.494128607,-16.424861961005575,14.820330409922372,12.682094703449177,-2.1382357064731945,-14.4277195401907
Germany,1991,2023,993.230889755,600.191957169,-393.038932586,-39.571758856890845,12.43236562529024,7.202637400297879,-5.229728224992361,-42.065431331539294
Ukraine,1992,2023,594.182350193,106.846786479,-487.33556371400005,-82.01784579358602,11.414159783639349,2.8386681126287736,-8.575491671010575,-75.13029284295091
Eurasia,1980,2023,3515.884206414,2568.917151245,-946.9670551690001,-26.933965954892813,29.42663310335919,8.750727608638899,-20.67590549472029,-70.26255916569686
OECD - Europe,1980,2023,4405.046994395,3339.390047267,-1065.656947128,-24.191727091310177,10.43383821208916,5.673643189515888,-4.7601950225732725,-45.6226646974253
Western Europe,1980,2023,4680.547665545,3573.199624955,-1107.34804059,-23.65851433885699,9.899791507892573,5.6160580463042535,-4.283733461588319,-43.270946243394405
Europe,1980,2023,4823.243626183,3573.199624955,-1250.0440012279996,-25.91708190816093,10.201606671475604,5.6160580463042535,-4.58554862517135,-44.94927880323852
European Union,1980,2023,3920.824006928,2651.484998726,-1269.339008202,-32.37429188249993,11.473788829617067,5.909232395245677,-5.56455643437139,-48.497985425770686
Eastern Europe and Eurasia,1980,2023,3658.580167052,724.426956528,-2934.153210524,-80.19923239479738,30.620944813444947,4.8906256495533995,-25.730319163891547,-84.02849526900934
