Country,First_Year,Last_Year,First_CO2,Last_CO2,CO2_Change,CO2_Pct_Change,First_Per_Capita,Last_Per_Capita,Per_Capita_Change,Per_Capita_Pct_Change
Burkina Faso,1980,2023,0.41825,5.243006902,4.824756902000001,1153.5581355648537,0.060198045452582796,0.2277015980348983,0.16750355258231553,278.25413819167244
Mauritius,1980,2023,0.85177,5.550975193,4.699205193,551.6988380666141,0.8926384704680628,4.35853289525341,3.465894424785348,388.2752692664003
Botswana,1980,2023,1.232439976,5.897438653,4.664998677,378.517312635435,1.3146236750454674,2.3777655154089676,1.0631418403635002,80.87043163335169
Cameroon,1980,2023,2.22945,6.707113024,4.477663024,200.84159877996814,0.2619117294797044,0.2363932719809084,-0.025518457498796027,-9.74315184336693
Mauritania,1980,2023,0.604885807,4.860000093,4.2551142859999995,703.4574520939287,0.41035831858365057,0.9676569805399408,0.5572986619562902,135.8078139806702
Papua New Guinea,1980,2023,1.71931,5.797743891,4.0784338909999995,237.21341067055968,0.5490350986999252,0.5580317962237347,0.008996697523809494,1.6386379568652374
Cyprus,1980,2023,2.82934,6.836875219,4.007535219,141.64205146783348,5.532577077194912,7.122601215812818,1.5900241386179061,28.739303880138063
Syria,1980,2023,16.428087003,20.243022654,3.814935650999999,23.22203218368236,1.8339701999282627,0.8579507808983573,-0.9760194190299054,-53.218935567659884
Guinea,1980,2023,0.81493,4.505249242,3.6903192419999997,452.8388011240229,0.1614547950150364,0.3127457307536651,0.15129093573862867,93.70482662006962
Palestinian Territories,1997,2023,0.4,3.913,3.513,878.2499999999999,0.13988092636143482,0.723396907713929,0.5835159813524942,417.1519280940147
Madagascar,1980,2023,1.166007472,3.936206864,2.770199392,237.57990051713836,0.12946961236646728,0.12617693602979618,-0.003292676336671102,-2.5432039816038774
